level,program,total_units,code,name,status
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7020,Comparative Foreign Policy,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7030,International Political Economy,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7040,Global Governance and Institutions,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7050,Security Studies and Conflict,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7060,Research Design and Methods,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7070,Advanced Quantitative Analysis,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7080,Regional Studies: Africa and Beyond,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7090,Seminars in IR I,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7100,Seminars in IR II,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7110,Seminars in IR III,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 7120,Professional Development,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 8010,Dissertation Proposal Development,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 8020,Doctoral Research I,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 8030,Doctoral Research II,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 8040,Doctoral Research III,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 8050,Doctoral Dissertation I,Matched
Doctoral,Doctor of Philosophy in International Relations,18,IRL 8060,Doctoral Dissertation II,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7010,Advanced Database Theory,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7020,Advanced Systems Architecture,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7030,IT Research Methods and Design,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7040,Advanced Data Analytics,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7050,Emerging Technologies,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7060,IT Strategy and Innovation,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7070,Advanced Quantitative Methods,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7080,Seminars in Information Systems I,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7090,Seminars in Information Systems II,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7100,Seminars in Information Systems III,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7110,IT Ethics and Society,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 7120,Professional Development,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 8010,Dissertation Proposal Development,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 8020,Doctoral Research I,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 8030,Doctoral Research II,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 8040,Doctoral Research III,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 8050,Doctoral Dissertation I,Matched
Doctoral,Doctor of Philosophy in Information Systems & Technology,18,IST 8060,Doctoral Dissertation II,Matched
